issuekey,title,description,storypoint
KANOO-4278,KZ Site - Order Information in Email - Display Item Details,Pickup the changes of showing product details in Order Information when sending order through email from the ticket https://kardsys.atlassian.net/browse/KANOO-3817,1
KANOO-4277,[BE] - Buy Products - implement cashback,"* Cashback is applied for payment types as below** Buy Products (by Kanoo Cash Card, Kanoo Cash Card (gift), Sand Dollar Card)** Buy Gift Cards (by Kanoo Cash Card, Sand Dollar Card)** Pay with QR at store (by Kanoo Cash Card, Kanoo Cash Card (gift), Sand Dollar Card)** Make payment via AirPay with the QR code of merchant at store (by Kanoo Cash Card, Kanoo Cash Card (gift), Sand Dollar Card)** Make payment for an unpaid order at store (by Kanoo Cash Card, Kanoo Cash Card (gift), Sand Dollar Card)** Pay with Kanoo (by Kanoo Cash Card, Kanoo Cash Card (gift), Sand Dollar Card)* Implement notification",3
KANOO-4276,[BE] - Order Email - Add more information to Pickup and Delivery order emails,"As a guest or logged user making payments with Delivery or Pickup, I should see more information in order details*Acceptance Criteria:** “Below is the order summary:” text* With Delivery order, add items below (apply for ALL order status change emails)** Order Number** Order Time** Delivery Address** Delivery Time* With Pickup order, add items below (apply for ALL order status change emails)** Order Number** Order Time** Pickup Address** Pickup Time* Change the position of QR code and Character Code: Currently, QR and Character codes are displayed when order status is Ready (Pickup) or Shipping (Delivery). These codes should be aligned center* These changes are applied for both guest and logged user* These changes are applied for both KZ Site and Kanoo Apps*Email Template*:+_Delivery_+!image-20210519-095452.png|width=602,height=641!!image-20210519-095511.png|width=600,height=865!+_Pickup_+!image-20210519-095547.png|width=602,height=659!!image-20210519-095608.png|width=600,height=892!",2
KANOO-4271,iOS - External Users Load To Physical SD Card At KanooPOS,[https://kardsys.atlassian.net/browse/KANOO-3667|https://kardsys.atlassian.net/browse/KANOO-3667|smart-link] ,5
KANOO-4270,Android - External Users Load To Physical SD Card At KanooPOS,[https://kardsys.atlassian.net/browse/KANOO-3667|https://kardsys.atlassian.net/browse/KANOO-3667|smart-link] ,5
KANOO-4269,iOS - External Users Withdraw From Physical Sand Dollar Card At KanooPOS,[https://kardsys.atlassian.net/browse/KANOO-3661|https://kardsys.atlassian.net/browse/KANOO-3661|smart-link] ,8
KANOO-4268,Android - External Users Withdraw From Physical Sand Dollar Card At KanooPOS,[https://kardsys.atlassian.net/browse/KANOO-3661|https://kardsys.atlassian.net/browse/KANOO-3661|smart-link] ,8
KANOO-4267,iOS - External Users Use The Physical Card To Pay At KanooPOS,[https://kardsys.atlassian.net/browse/KANOO-3642|https://kardsys.atlassian.net/browse/KANOO-3642|smart-link] ,5
KANOO-4265,Android - External Users Use The Physical Card To Pay At KanooPOS,[https://kardsys.atlassian.net/browse/KANOO-3642|https://kardsys.atlassian.net/browse/KANOO-3642|smart-link] ,5
KANOO-4264,iOS App - Kanoo Users Receive Notifications To Add SD,Requirement: [https://kardsys.atlassian.net/browse/KANOO-4183|https://kardsys.atlassian.net/browse/KANOO-4183|smart-link] ,0
KANOO-4263,Android App - Kanoo Users Receive Notifications To Add SD,Requirement: [https://kardsys.atlassian.net/browse/KANOO-4183|https://kardsys.atlassian.net/browse/KANOO-4183|smart-link] ,0
KANOO-4262,iOS - Not Allow Kanoo User Scan SD Invoice QR,Requirement: [https://kardsys.atlassian.net/browse/KANOO-3640|https://kardsys.atlassian.net/browse/KANOO-3640|smart-link] ,1
KANOO-4261,Android - Not Allow Kanoo User Scan SD Invoice QR,Requirement: [https://kardsys.atlassian.net/browse/KANOO-3640|https://kardsys.atlassian.net/browse/KANOO-3640|smart-link] ,1
KANOO-4258,iOS - KanooPOS - Rearrange Menu List,Refer requirement in [https://kardsys.atlassian.net/browse/KANOO-4146|https://kardsys.atlassian.net/browse/KANOO-4146|smart-link] ,5
KANOO-4257,Android - KanooPOS - Rearrange Menu List,Refer requirement in [https://kardsys.atlassian.net/browse/KANOO-4146|https://kardsys.atlassian.net/browse/KANOO-4146|smart-link] ,5
KANOO-4256,[Android] - Receive push notification after being charged fee,"As a user being charged a mount of fee, I should have the ability to receive a push notification. This is an immediate reminder for users to be concious of that fee payment.*Acceptance Criteria:*After Visipay Admin charges users (not merchant) an amount of fee, they receive a push notification with the details as below:* Title: Fee Payment* Body: You were charged a fee of <amount> in your <card type>",0
KANOO-4253,[BE] - Notifications display when user gets cashback points,"As a Kanoo user making payment, I should be able to get a push notification when i recevie the cashback point amount*Acceptance Criteria:** If consumer receives cashback points, it gets a push notification with content as: “You got <the number of cashback point> points after making payment <the amount of YOU PAY>”** For example, “You got 50 cash back points after making payment $23.80”* Clicking on this push notif. goes to Notification page. I see the message with** Title: Congratulations\!** Content: You got <the number of cashback point> points after making payment <the amount of YOU PAY>”+_Notification Screen_+* If I click on Cashback notification in Notification screen, It should navigates to Point screen under Wallet* When I filter by Point Awarded, it should list out cashback notif.*Sample*!image-20210512-104025.png|width=1044,height=816!",0
KANOO-4252,[Android] - Search Business - Display Cashback campaign,"*Sample*:!image-20210511-014627.png|width=1242,height=2161!",1
KANOO-4251,[iOS] - Search Business - Display Cashback campaign,"*Sample*:!image-20210511-014627.png|width=1242,height=2161!",1
KANOO-4250,[Web] - Search Business - Display Cashback campaign,"As a Kanoo user, I should have the ability to view the discount and cashback points amount while searching products*Acceptance Criteria:** In Search Business page, display the discount and cashback point. They’re unclickable.* This also applies to the result list after I search a keyword*Sample*:!image-20210511-013644.png|width=100%!",2
KANOO-4246,[Web] - Point tab in Wallet - Update Points Redemption activities for Points Redemption page,"As a user making payments by points, I should have a page to record transactions that I used point to checkout. It is Point Redemption page currently but we need to have an update for more activities*Acceptance Criteria:** This is the list of activities that I have used point to purchase, including** Buy Product: include products in both Marketplace and Reward Options** Buy Gift Card: include gift cards in Reward Options* On Point Redemption activity includes** Icon** Name** The number of points that I used (with minus sign before)* Activities are separated by days, from the latest to oldest date. Date format is <month> <day>, <year>. There is a scroll-bar to view oldest ones*Sample*:!image-20210510-202806.png|width=100%!",1
KANOO-4244,[Android] - Wallet - Point tab - How to earn Points page,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4039|https://kardsys.atlassian.net/browse/KANOO-4039|smart-link] ,3
KANOO-4243,[iOS] - Wallet - Point tab - How to earn Points page,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4039|https://kardsys.atlassian.net/browse/KANOO-4039|smart-link] ,3
KANOO-4241,[Android] - Wallet - Point tab - My Rewards page,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4039|https://kardsys.atlassian.net/browse/KANOO-4039|smart-link] ,5
KANOO-4240,[iOS] - Wallet - Point tab - My Rewards page,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4039|https://kardsys.atlassian.net/browse/KANOO-4039|smart-link] ,5
KANOO-4222,ARM Merchant - Payment Request - Download Payment Request to PDF,"As a merchant, I want to be able to download a payment request to PDF file at any status of it from ARM - Account - Payment - Payment Request tab.* Click on “View” in Action column of each payment request in the list.* I can see the invoice detail and I can click on Download PDF button to save the invoice into PDF file.* Transaction ID only displays for the status “Paid”[https://xd.adobe.com/view/f89e54ff-690d-4cfa-9e26-279a8c59cb18-adcd/|https://xd.adobe.com/view/f89e54ff-690d-4cfa-9e26-279a8c59cb18-adcd/|smart-link] Git: Kanoo GitHub\\Kanoo ARM\\02-Concept\\Payment Request",5
KANOO-4221,"ARM Merchant - Payment Request - Add Option ""Save and Send""","Currently, as a Merchant Admin, after I create a new payment request, I have to save then click send to the consumer in the table, it takes 2 steps. Now I would like to have an option to send a new payment request right after it is created instead of doing 2 steps of saving and then sending.*AC:* At the bottom of the form, I would see a checkbox “Send to the consumer immediately.” This option is checked by default. # If I click “Save”: The payment request will be sent to the consumer through email and SMS. I can also see this request in the table with 3 options enable in case I want to send it again.# If I uncheck the checkbox then click “Save”: simply save the request like the current processUI: [https://xd.adobe.com/view/f89e54ff-690d-4cfa-9e26-279a8c59cb18-adcd/|https://xd.adobe.com/view/f89e54ff-690d-4cfa-9e26-279a8c59cb18-adcd/|smart-link] Git: Kanoo GitHub\\Kanoo ARM\\02-Concept\\Payment Request",2
KANOO-4220,PWK - Display payment methods on different tabs,"* Kanoo also would like us to redesign the landing page of the PWK to have tabs, similar to the Pay with Kard. The tables will have Kanoo Account, Guest Checkout, Sand Dollar.* Guest Checkout is the default option to be shown to users whenever they access to PWK.* UI: [https://xd.adobe.com/view/666418bd-ab63-4912-9f60-2bd63ba3e8b2-3337/|https://xd.adobe.com/view/666418bd-ab63-4912-9f60-2bd63ba3e8b2-3337/|smart-link] ",3
KANOO-4202,[ARM] Kanoo Users Receive Notifications To Add SD,"Following Case 2 of the ticket [https://kardsys.atlassian.net/browse/KANOO-3673|https://kardsys.atlassian.net/browse/KANOO-3673|smart-link]If the recipient is a Merchant Admin, we should notify them through Chat and mail at the same time so they can add an SD card to their Account Payment to receive money. After updating their SD balance, I expect all transactions will be recorded on ARM and Visipay as the flow [https://kardsys.atlassian.net/browse/KANOO-3393|https://kardsys.atlassian.net/browse/KANOO-3393|smart-link] # Feature chat: the recipient receives a new message, the sender is “Kanoo Admin” and the content is “The Sand Dollar Card address <sender address> has sent you $<amount>. Kindly access your Account Payment then follow the instruction to add your Sand Dollar Card. Once adding successfully, you will receive the amount.”# Mail: the recipient will receive an email with the title “The Sand Dollar Card address <sender address> has sent you money”## Content: “Dear <business name>## Body: The Sand Dollar Card address <sender address> has sent you $<amount>. Kindly login Kanoo ARM, access your Account Payment then follow the instruction to add your Sand Dollar Card. Once adding successfully, you will receive the amount. [https://xd.adobe.com/view/80e63ab1-2392-4634-b0c5-fa8a5b7dadd9-d5b5/|https://xd.adobe.com/view/80e63ab1-2392-4634-b0c5-fa8a5b7dadd9-d5b5/|smart-link] ",3
KANOO-4200,[Web App] Kanoo Users Receive Notifications To Add SD,"Following Case 2 of the ticket [https://kardsys.atlassian.net/browse/KANOO-3673|https://kardsys.atlassian.net/browse/KANOO-3673|smart-link]Currently, on Web app, there is no Notifications list so we cannot send push notifications for user. Those experiencing web, they will receive notifications through Chat and mail at the same time so they can add an SD card to their wallets to receive money. After updating their SD balance, I expect all transactions will be recorded as the flow [https://kardsys.atlassian.net/browse/KANOO-3480|https://kardsys.atlassian.net/browse/KANOO-3480|smart-link]# Feature chat: the recipient receives a new message, the sender is “Kanoo Admin” and the content is “The Sand Dollar Card address <sender address> has sent you $<amount>. Kindly access your wallet then follow the instruction to add your Sand Dollar Card. Once adding successfully, you will receive the amount.”# Mail: the recipient will receive an email with the title “The Sand Dollar Card address <sender address> has sent you money”## Content: “Dear <user name>## Body: The Sand Dollar Card address <sender address> has sent you $<amount>. Kindly login Kanoo App, access your wallet then follow the instruction to add your Sand Dollar Card. Once adding successfully, you will receive the amount. You can log in to this website <web app link> or download Kanoo App on [https://www.kanoopays.com/|https://www.kanoopays.com/|smart-link][https://xd.adobe.com/view/80e63ab1-2392-4634-b0c5-fa8a5b7dadd9-d5b5/|https://xd.adobe.com/view/80e63ab1-2392-4634-b0c5-fa8a5b7dadd9-d5b5/|smart-link] ",3
KANOO-4183,BE - Kanoo Users Receive Notifications To Add SD,"Following Case 2 of the ticket [https://kardsys.atlassian.net/browse/KANOO-3673|https://kardsys.atlassian.net/browse/KANOO-3673|smart-link] We should notify Kanoo users so they can add an SD card to their wallets. They will receive notifications through Chat message on App, Push notification, and mail at the same time. After updating their SD balance, I expect all transactions will be recorded as the flow [https://kardsys.atlassian.net/browse/KANOO-3480|https://kardsys.atlassian.net/browse/KANOO-3480|smart-link] # Feature chat: the recipient receives a push notification ( keep the current behavior of chat notification) and a new message, the sender is “Kanoo Admin” and the content is “The Sand Dollar Card address <sender address> has sent you $<amount>. Kindly access your wallet then follow the instruction to add your Sand Dollar Card. Once adding successfully, you will receive the amount.”# Push notification: the recipient will receive a push notification and review it in the Notifications list. Reuse the format of P2P push notification. The content is “The Sand Dollar Card address <sender address> sent you $<amount>.”# Mail: the recipient will receive an email with the title “The Sand Dollar Card address <sender address> has sent you money”## Content: “Dear <user name>## Body: The Sand Dollar Card address <sender address> has sent you $<amount>. Kindly login Kanoo App, access your wallet then follow the instruction to add your Sand Dollar Card. Once adding successfully, you will receive the amount. You can log in to this website <web app link> or download Kanoo App on [https://www.kanoopays.com/|https://www.kanoopays.com/|smart-link] UI [https://xd.adobe.com/view/80e63ab1-2392-4634-b0c5-fa8a5b7dadd9-d5b5/|https://xd.adobe.com/view/80e63ab1-2392-4634-b0c5-fa8a5b7dadd9-d5b5/|smart-link] ",5
KANOO-4165,PWK - Save Failed Reason for Payment with Kanoo Cash Card/SD,"In this sprint, after implementing the ticket [https://kardsys.atlassian.net/browse/KANOO-3768|https://kardsys.atlassian.net/browse/KANOO-3768|smart-link] Tab Transactions display all failed transactions of PWK regardless of that guest or Kanoo user. We will see failed transactions of Kanoo users but not test them at this time.",2
KANOO-4146,BE - KanooPOS - Rearrange Menu List,"Currently, staff can proceed with many features related to card payments for Kanoo users and POS settings.Now we support staff to Pay, Load, Withdraw for The Sand Dollar physical card so the menu list has to be rearranged. This will help the staff quickly access the suitable functions and this change is applied for both mobile and tablet version.*May 24, 2021:* We should divide the menu list into the below groups order and -scroll to view- reuse button “Back” and “Next”:# Group named “Kanoo Payments” contains functions relate to money and support for Kanoo users: Pay, Load, Withdraw, Top Up, Punch Card, Generate QR, AirPay QR Code# Group named “Orders” contains functions relate to orders: create orders ( only for tablet), rename function “Orders” to “Orders List”, Scan Order# Group named “The Sand Dollar” contains functions support external user make payment through physical SD card or reference SD app: Pay, Load, Withdraw, Receive Sand Dollar, Confirm Payment # Function “Transactions” displays all money transactions related to terminals in the same location# Function “EOD Summary”# Group named “Terminal Settings” contains functions for POS configurations: Adjust Cash, Update Terminal, Change PINUI [https://xd.adobe.com/view/6bdf7a9f-2357-4715-a6d3-49f0b7d598e7-3e8c/|https://xd.adobe.com/view/6bdf7a9f-2357-4715-a6d3-49f0b7d598e7-3e8c/|smart-link] Git: Kanoo GitHub\\Kanoo POS\\02-Concept\\KanooPOS Menu Redesign.xd",5
KANOO-4141,[Android] - Delivery Address on Order - Use user address as default value,Requirement: https://kardsys.atlassian.net/browse/KANOO-3901,2
KANOO-4140,[iOS] - Delivery Address on Order - Use user address as default value,Requirement: https://kardsys.atlassian.net/browse/KANOO-3901,2
KANOO-4138,[ARM Merchant] - Products - Receive low-stock quantity emails,"As a ARM merchant, I’m capable of receiving an email notifying that I have reached the low-stock threshold. Low stock email alerts me that the salable quantity of a stock has reached a critical threshold. *Acceptance Criteria:** This email is sent to merchant if the remaining quantity of a product has reached the low stock threshold (equal or less than). * One product is equivalent with one email* Email Template*Subject*: Kanoo - Low-Stock NotificationDear <firstname +lastname of merchant>Kanoo has identified the salable quantity of the product below has reached the low stock threshold (<the value of Low Stock threshold>)||*Product Name*||*UPC*||*Salable Quantity*|||<product name>|<upc of that product>|<the remaining quantity>|      If you wouldn’t like this item becomes out of stock, log in to restock now      * Clicking on login link attached in the email navigates to ARM login page*Email Template:*!image-20210519-042141.png|width=100%!",2
KANOO-4125,GDS - Users - CSV Upload History - Show Redeemable Merchants,"In the previous version, as a Manager, after I sending a GC to a user, he can only redeem it at the merchant who hosts the campaign ( also called “Issuer”). So that when I view CSV Upload History, the column “Linked Merchant” displays the issuer name. Kanoo has made an enhancement that a GC can be redeemed at multiple merchants so the column is displaying incorrectly. We need to show all merchants*Step 1:* I access the feature “Users” then tab “CSV Upload History”*Step 2:* I expect to see the column “Linked Merchants” displays merchants based on these case:# If that GC can be redeemed at the selected merchants, I would see “View Merchants”, click to open a pop-up named “Accept at” then a list of merchants.# If that GC can be redeemed at all merchants, the value is “All Merchants”# If that GC can not be redeemed at the selected merchant, I would see “View Merchants”, click to open a pop-up named “Accept at all except” then a list of merchants.[https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/a910b417-5d78-4636-96af-e712e0eb92cd/|https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/a910b417-5d78-4636-96af-e712e0eb92cd/|smart-link] ",3
KANOO-4124,GDS - Reports - Show Redeemable Merchants,"In the previous version, as a Manager, after I sending a GC to a user, he can only redeem it at the merchant who hosts the campaign ( also called “Issuer”). So that when I view reports, the column “Merchant” displays the issuer name. Kanoo has made an enhancement that a GC can be redeemed at multiple merchants so the column is displaying incorrectly. We need to show all merchants*Step 1:* I access the feature “Reports” then tab “Transactional” or “Error/ Exceptions”*Step 2:* I expect to see the column “Merchants” displays merchants based on these case:# If that GC can be redeemed at the selected merchants, I would see “View more”, click to open a pop-up named “Accept at” then a list of merchants. # If that GC can be redeemed at all merchants, the value is “All Merchants”# If that GC can not be redeemed at the selected merchant,  I would see “View more”, click to open a pop-up named “Accept at all except” then a list of merchants.[https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/8118ec77-5bff-43b8-9553-b7cafd0b9083/|https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/8118ec77-5bff-43b8-9553-b7cafd0b9083/|smart-link] ",3
KANOO-4122,GDS - Users - User Details - Show Redeemable Merchants,"Currently, as a Manager or Observer, I select a user to view his information details. His latest information displays based on the latest sending time but I cannot see the list of redeemable merchants. So this time, I would like to see it to make a quick check instead of clicking on “Get QR” in the Issuance HistoryIn a user details pop-up, I would like to see a list of redeemable merchants below the field “Center Location” with the below cases:# If that GC can be redeemed at the selected merchants, the label is “Accept at:” then a list of merchants. I will see “…” if the list reaches 3 rows. I would see all the list content when I hover the mouse to “…”# If that GC can be redeemed at all merchants, the label is “Accept at All Merchants”# If that GC can not be redeemed at the selected merchant, the label is “Accept at all except:” then a list of merchants. I will see “…” if the list reaches 3 rows. I would see all the list content when I hover the mouse to “…”[https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|https://xd.adobe.com/view/851d9c19-fcb7-4403-b1a5-c4b9bed7467f-d04e/screen/f191e1d1-c379-4b08-ab0b-5c34fac31818/|smart-link] ",3
KANOO-4100,[Web] - Wallet - Point tab - Update Cashback activities for My Rewards page ,"As a user accessing My Rewards page, I should have the ability to view Cashback activities*Acceptance Criteria:** When I receive an amount of points (after buying gift cards or products), there is an record called Cashback.* Display the exact number that I received* Activities are separated by days, from the latest to oldest date. Date format is <month> <day>, <year>. There is a scroll-bar to view oldest ones*Sample*!image-20210512-152640.png|width=100%!",2
KANOO-4096,[Web] - Sand Dollar Wallet - Add B to Sand Dollar currency ,"As a user experiencing Kanoo, I should see the B displayed before dollar sign of Sand Dollar balance*Acceptance Criteria:** Add B before dollar sign of of Sand Dollar balance in screens below:!image-20210429-100914.png|width=100%!!image-20210429-100925.png|width=100%!!image-20210429-100948.png|width=100%!!image-20210429-101014.png|width=100%!!image-20210429-101037.png|width=100%!!image-20210429-101130.png|width=100%!!image-20210429-101151.png|width=100%!",3
KANOO-4095,GDS - CSV details - The popup is missing a title when viewing the CSV details,"# Login by manager account (niem@yopmail.com/1234@Tps)# Access the user->CSV history tab# Click on one item to view details# Check the title of popupActual: no title for the popup  !image-2021-04-28-00-07-50-913.png|width=200,height=183! Expected: please have a title for it: Uploaded Users List",1
KANOO-4084,[Web App] Display Coupon List In Store Details,"As a Merchant Admin, when creating a coupon, there is a field named “Show in Store Detail” with 2 values “Yes” and “No”. I would like all “Yes” coupons will be shown on the list so that consumers can add them to their wallets.*Step 1:* Consumer log in Kanoo Web then access a store *Step 2:* He can see the list of coupons that meet below conditions:# Those coupons are created with “Show in Store Detail” is “Yes”# Creation date of those coupons within “When” range ",1
KANOO-4080,Remove log credit card information,Remove cvv and expiry date of credit card when logging,5
KANOO-4079,[Visipay] - Display Kanoo Reserve Credit Card Balance,"In PWK payment flow: when a guest makes a payment, Kanoo system will fund the paid amount to Kanoo Reserve Credit Card then withdraw that amount ( example fee is 0) from Kanoo Reserve Cash Card. As a Visipay Admin, I would like to view Kanoo Reserve Credit Card so that I can check when a transaction fails with statuses “Failed - Withdraw Kanoo Cash Card” and “Failed - Funding Kanoo Credit Card” then determine the root cause*AC 1:* In the feature “Reserve Accounts”, I can see Kanoo Reserve Credit Card balance in tab “Kanoo Balance”. It will have a format like “Kanoo Cash Card”. Its currency is “USD” and the balance is will only positive. *AC 2:* I can check the balance based on these statuses of the ticket [https://kardsys.atlassian.net/browse/KANOO-3768|https://kardsys.atlassian.net/browse/KANOO-3768|smart-link] # If the status is “Completed - Funding Kanoo Credit Card”, I see the balance is an increase# If the status is “Failed - Funding Kanoo Credit Card”, the balance won't change. Ex: the current balance is $20, after a guest made a payment and the transaction status is “Failed - Funding Kanoo Credit Card”, the balance is $20.# If the status is “Failed - Withdraw Kanoo Cash Card” but Kanoo Reserve Credit Card balance is an increase, the root cause is Kanoo Reserve Cash Card is 0. ",2
KANOO-4078,Lacking of security when transferring money,"Currently we do not check the source account was match with the logged in user or not. It will break the security if we try to put the different wallet source tokenIt's happened on:/api/24/sendMoneyByUserName/visipay/api/sendMerchantMoneyKanooCashCard/visipay/api/sendMoneyMerchantToUser{color:#ff5630}Solutions:{color}# /api/24/sendMoneyByUserName{code:java}package com.visipay.business.impl;public class PaymentBusinessImpl implements PaymentBusiness {  public String sendMoneyByUserName(User loginUser, Map<String, Object> errorMap, String token, String deviceId,                                        String sourceKashKardToken, String emailDestination, String amount, String currency, String nameCategory) throws IOException {    // TODO:  Login user must be the owner of sourceKashKardToken.                                          }}{code}# /visipay/api/sendMerchantMoneyKanooCashCard{code:java}package com.visipay.business.impl;public class PaymentBusinessImpl implements PaymentBusiness {  public GeneralApiResponse<Map> transferMoneyB2B(long userId, double amount, long fkUser,                                                        GroupAccountTypeEnum groupAccountType,                                                        String logoSrc, String logoDest, String memo) throws IOException{    // TODO: VALIDATE: userId must be the id of login user.                                                         }}                                                 {code}# /visipay/api/sendMoneyMerchantToUser{code:java}package com.visipay.business.impl;public class PaymentBusinessImpl implements PaymentBusiness {  public GeneralApiResponse<Map> transferMoneyB2P(long visikardUserId, double amount, long fkUser, GroupAccountTypeEnum groupAccountType,    // TODO: VALIDATE: visikardUserId must be the id of login user.    // TODO: OR VALIDATE:  id of login user must be a members of visikardUserId staff                                                     String memo) throws JsonParseException, JsonMappingException, IOException {  }}                                                   {code}*TEST APIs:*# {color:#00b8d9}Visipay{color}/visipay/api/sendMerchantMoneyKanooCashCard/visipay/api/sendMoneyMerchantToUser# {color:#00b8d9}ARM page{color}:/smb/payment/kashkard/transfer/kanoo/merchant/kashkard     _(call:_ _/__visipay/api/sendMerchantMoneyKanooCashCard)_/smb/payment/kashkard/transfer/kanoo/consumer   _(call:_ _/__visipay/api/sendMoneyMerchantToUser)_# {color:#00b8d9}Visikard api:{color}visikard/v1/payment/sanddollar/transfer/external   _(call: /visipay/api/sendMerchantMoneyKanooCashCard & /visipay/api/sendMoneyMerchantToUser)_*ACCEPTANCE TEST:*# {color:#ff5630}Only login merchant{color} can transfer money to another account.",2
KANOO-4077,Lacking of security for refund flow,"Currently when user call the refund API, they can also approve this this refund by calling our api without any permission checkThis is the api: /refund/request/approvement/handler {color:#ff5630}Solution{color}:{code:java}package com.visipay.business;public class RefundBusinessImpl implements RefundBusiness{  public GeneralApiResponse<RefundResponse> handleApproveRefundRequest(RefundRequestAppromentHandlerParam refundRequestAppromentHandlerParam) {    // TODO: logined user's role must be ADMIN to execute this API. If not return permission_denied error.  }}{code}",2
KANOO-4076,"Lacking of security for API: /visipay/api/approveFund, /visipay/api/loadForFundMerchant","Currently the merchant (or any user) can request the fund but they also call the API to approve this fund. We need to fix this security issue|/visipay/api/loadForFundMerchant||/visipay/api/approveFund||/visipay/api/loadForWholeSaler|{color:#ff5630}*Solutions:*{color}# /visipay/api/loadForFundMerchant{code:java}package com.visipay.business.impl;public class FundRequestBusinessImpl implements FundRequestBusiness {  @Override  public GeneralApiResponse<Object> loadForFundMerchant(Long visikardId, double amount, String description, String imageUrl, GroupAccountTypeEnum groupAccountType) {    // TODO: logined user's role must be ADMIN to execute this API. If not return permission_denied error.  }}   {code}# /visipay/api/approveFund{code:java}package com.visipay.business.impl;public class FundRequestBusinessImpl implements FundRequestBusiness {  @Override  public GeneralApiResponse<Object> approveFund(long requestId) {    // TODO: logined user's role must be ADMIN to execute this API. If not return permission_denied error.  }}{code}# /visipay/api/loadForWholeSaler{code:java}package com.visipay.business.impl;public class FundRequestBusinessImpl implements FundRequestBusiness {  @Override  public GeneralApiResponse<Object> loadForWholeSaler(String email, double amount) {    // TODO: logined user's role must be ADMIN to execute this API. If not return permission_denied error.  }}{code}*TEST APIs:*# {color:#00b8d9}Visipay{color}/visipay/api/loadForFundMerchant/visipay/api/approveFund/visipay/api/loadForWholeSaler*ACCEPTANCE TEST:*ONLY users which have {color:#ff5630}VISIKARD_ADMIN {color}role, allowed to execute above APIs.",2
KANOO-4073,[iOS] - Receive push notification after being charged fee,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4256|https://kardsys.atlassian.net/browse/KANOO-4256|smart-link] ,0
KANOO-4072,Visipay - Reserve Account - Send emails to users after charging them fees,"As a Visipay Admin directly charging users an amount, there should be an email sent to fee payers. This is an formal way to let them know they has been paid that fee*Acceptance Criteria:*After Vispay Admin charges user or merchant fee, an email with template below is sent to user or merchant* Title: Fee Payment* Content:Hi <first name+last name of merchant/user>You were charged a fee of <amount> in your <card type>Reason: <Reason content>Transaction ID: <Transaction ID>",2
KANOO-4058,[Android] - Order Details - Update Point Redemption,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4056|https://kardsys.atlassian.net/browse/KANOO-4056|smart-link] *Sample*!image-20210510-172421.png|width=83.33333333333334%!,2
KANOO-4057,[iOS] - Order Details - Update Point Redemption,Follow the requirement performed in [https://kardsys.atlassian.net/browse/KANOO-4056|https://kardsys.atlassian.net/browse/KANOO-4056|smart-link] *Sample*!image-20210510-172421.png|width=83.33%!,2
KANOO-4056,[Web] - Order Details - Update Point Redemption,"As a Kanoo user, I should be able to view the number of points used in order details. This is to keep track how many points I really used in orders*Acceptance Criteria:** After making an order with points use, accessing to its Order Details, there is a new line item positioned Coupon. It is called Point Redemption* Display the number of point I used for that order with both Point and Dollar format* If I have not used points for that order, display - $0.00 and Point Used: 0 * Ensure there are commas in the number of points, ie 1,000*Sample*!image-20210510-164728.png|width=100%!",1
